check_id,title,severity,service,region,resource_name,resource_arn,status_detail,description,risk,remediation,tool,cloud_provider,finding_id,account_id,scan_date,cvss_score,exposure_score,blast_radius,priority_score,priority_band,risk_label,ai_risk_level_baseline,ai_confidence_baseline,ai_score,ai_risk_level,ai_confidence
vpc_subnet_no_public_ip_by_default,VPC subnet does not assign public IP addresses by default,high,vpc,ap-south-1,subnet-014929246c544396c,arn:aws:ec2:ap-south-1:735291151388:subnet/subnet-014929246c544396c,VPC subnet cloudguardian-public assigns public IP by default.,"**VPC subnets** where `MapPublicIpOnLaunch` is `true` automatically assign a public IPv4 address to instances at launch.

This identifies subnets configured for default public IP assignment.","**Internet-exposed instances** become reachable by default, enabling port scans, SSH/RDP brute force, and exploit attempts. Successful access can lead to data exfiltration (**confidentiality**), unauthorized changes (**integrity**), and outages (**availability**) through abuse or DDoS.","Disable subnet auto-assign to enforce **least-privilege exposure**. Place workloads in **private subnets**, use controlled egress (NAT or private endpoints), and prefer bastions or SSM for administration.

*When public access is necessary*, assign IPs explicitly and restrict with tight security groups and routes for **defense in depth**.",Prowler v4,AWS,FND-0121,735291151388,2026-07-11,7.5,3,3,67.5,P1 - HIGH,MEDIUM,MEDIUM,0.548,4.11,MEDIUM,0.677
ec2_networkacl_allow_ingress_any_port,Network ACL does not allow ingress from 0.0.0.0/0 to any port,high,ec2,ap-south-1,acl-0db7c7715aa3918aa,arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-0db7c7715aa3918aa,Network ACL acl-0db7c7715aa3918aa has every port open to the Internet.,**VPC network ACLs** with **inbound entries** that permit traffic from `0.0.0.0/0` to any port (any protocol) are identified at the subnet boundary.,"Allowing Internet-wide ingress at the subnet layer enables broad port scanning and unsolicited connections. Attackers can probe and exploit exposed services, risking data disclosure and tampering (confidentiality, integrity) and causing outages via floods or brute-force (availability). Any security group lapse then lacks a compensating control.","Adopt a **deny-by-default** NACL posture: block `0.0.0.0/0` and allow only required ports from trusted CIDRs. Apply **least privilege** using security groups for fine-grained access, with NACLs as coarse stateless filters. Review and prune rules regularly, and employ **defense in depth** with monitoring and alerting.",Prowler v4,AWS,FND-0044,735291151388,2026-07-11,7.5,3,3,67.5,P1 - HIGH,MEDIUM,HIGH,0.688,5.16,MEDIUM,0.513
storage_blob_public_access_level_is_disabled,Storage account has 'Allow Blob Anonymous Access' disabled,high,storage,centralus,stcloudguardianlabocdhx,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx,Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has allow blob public access enabled.,"**Azure Storage accounts** with **blob anonymous (public) access** disabled prevent containers or blobs from being set to a public access level. Setting `allowBlobPublicAccess` to `false` enforces no anonymous reads across the account. This is independent from the account's 'Public Network Access' setting, which is evaluated by storage_account_public_network_access_disabled.","Allowing public access permits unauthenticated users to read blob data or enumerate container contents when any container is made public, compromising confidentiality.

Exposed objects can be scraped at scale, enabling data exfiltration and intelligence gathering without audit attribution.","Disable **blob public access** at the account and enforce authenticated access based on **least privilege**. Prefer **private endpoints** or restricted networks, use short-lived `SAS` or federated identities, and apply **RBAC** with container-level permissions. Monitor access and review exposure regularly.",Prowler v4,Azure,FND-0184,Azure-Subscription,2026-07-04,7.5,3,3,67.5,P1 - HIGH,MEDIUM,MEDIUM,0.501,3.76,MEDIUM,0.635
storage_account_public_network_access_disabled,Storage account has 'Public Network Access' disabled,high,storage,centralus,stcloudguardianlabocdhx,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx,Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has public network access enabled.,**Azure Storage accounts** with **public network access** disabled cannot be reached from public networks. Setting `publicNetworkAccess` to `Disabled` overrides the public access settings of individual containers and forces access through private endpoints or trusted services. This is independent from the 'Allow Blob Anonymous Access' setting.,"Leaving **public network access** enabled exposes the storage account endpoints to the **public Internet**, widening the attack surface and undermining **defense in depth**.

This increases the risk of **unauthorized access**, **data exfiltration**, and reconnaissance against the account, especially when combined with weak network rules or overly permissive access policies.","Disable **public network access** on the storage account and reach it through **private endpoints** or trusted Azure services only. Combine this with **least privilege** RBAC, short-lived `SAS` tokens, and network restrictions. Validate client connectivity before disabling public access in production.",Prowler v4,Azure,FND-0183,Azure-Subscription,2026-07-04,7.5,3,3,67.5,P1 - HIGH,MEDIUM,MEDIUM,0.519,3.89,MEDIUM,0.614
ec2_securitygroup_allow_ingress_from_internet_to_any_port,"Security group has no 0.0.0.0/0 or ::/0 ingress to any port, or is attached only to allowed interface types or instance owners",high,ec2,ap-south-1,sg-0be0be5f1a7d28519,arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519,Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) has at least one port open to the Internet but its network interface type (interface) is not allowed.,"**EC2 security groups** with **internet-sourced ingress** from `0.0.0.0/0` or `::/0` to any port, and their attachments, are evaluated. Groups linked to network interfaces or instance owners outside an approved list for public exposure are identified.","Open ingress to any port on non-approved interfaces enables external scanning, brute force, and exploitation of unintended services. This threatens **confidentiality** (unauthorized access), **integrity** (tampering), and **availability** (DoS), and facilitates **lateral movement**.","Apply **least privilege**: restrict ingress to required ports and trusted sources; avoid `0.0.0.0/0` and `::/0` except for managed public endpoints. Place workloads behind **load balancers**, **API gateways**, or **WAFs**; use **private networking**. Allow public rules only on approved interface types.",Prowler v4,AWS,FND-0050,735291151388,2026-07-11,7.5,3,3,67.5,P1 - HIGH,MEDIUM,HIGH,0.71,5.32,MEDIUM,0.506
storage_public_container,Blob Container Is Publicly Readable,critical,storage,,stcloudguardianlab6thil,,"container_name=app-data, container_access_type=blob.",Blob Container Is Publicly Readable,Anyone on the internet can read (or list) objects in this container.,Set the container access level to Private and use SAS tokens/Entra ID for access.,Steampipe,Azure,FND-0322,Azure-Subscription,2026-07-04,9.5,2,3,57.0,P2 - MEDIUM,HIGH,HIGH,0.701,6.66,HIGH,0.845
ec2_instance_public_ip,EC2 instance does not have a public IP address,medium,ec2,ap-south-1,i-0c7395c282641f31e,arn:aws:ec2:ap-south-1:735291151388:instance/i-0c7395c282641f31e,EC2 Instance i-0c7395c282641f31e has a Public IP: 13.207.69.17 (ec2-13-207-69-17.ap-south-1.compute.amazonaws.com).,"**EC2 instances** are assessed for the presence of a **public IPv4 address** and public DNS. A public IP indicates the instance is directly reachable from the Internet; no public IP implies access only through private networking paths such as load balancers, gateways, or proxies.","Publicly addressed instances are Internet-scannable, enabling direct probing and brute-force of exposed services and management ports. This increases risks of unauthorized access, remote code execution, and data exfiltration (**confidentiality, integrity**), and allows direct DDoS targeting, degrading **availability**.","Avoid assigning public IPs unless strictly required. Place workloads in private subnets and expose only via **load balancers** with **WAF**; use **bastions** or **Session Manager** for administration. Enforce **least privilege** security groups, prefer **private endpoints**, and route egress via **NAT** for **defense in depth**.",Prowler v4,AWS,FND-0041,735291151388,2026-07-11,5.5,3,3,49.5,P2 - MEDIUM,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.77
ec2_networkacl_allow_ingress_tcp_port_22,Network ACL does not allow ingress from the Internet to TCP port 22 (SSH),medium,ec2,ap-south-1,acl-055a0136ea4bc4585,arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-055a0136ea4bc4585,Network ACL acl-055a0136ea4bc4585 has SSH port 22 open to the Internet.,**VPC network ACLs** are evaluated for inbound rules that permit `0.0.0.0/0` to access **SSH** on `TCP 22` at the subnet boundary.,"An ACL allowing Internet-wide SSH erodes **defense in depth**. Systems reachable on `TCP 22` face **brute-force**, credential stuffing, reconnaissance, and SSH exploit attempts.

Changes to routes or security groups can create direct exposure, enabling unauthorized access and **lateral movement**, undermining **confidentiality** and **integrity**.","Apply **least privilege** at the subnet layer:
- Do not allow `0.0.0.0/0` to `TCP 22`
- Restrict SSH to trusted sources, or avoid direct SSH via **Session Manager** or a bastion behind **VPN**

Pair tight **security groups** with periodic rule reviews and change control to maintain **defense in depth**.",Prowler v4,AWS,FND-0045,735291151388,2026-07-11,5.5,3,3,49.5,P2 - MEDIUM,MEDIUM,MEDIUM,0.826,4.54,MEDIUM,0.775
ec2_networkacl_allow_ingress_tcp_port_22,Network ACL does not allow ingress from the Internet to TCP port 22 (SSH),medium,ec2,ap-south-1,acl-0db7c7715aa3918aa,arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-0db7c7715aa3918aa,Network ACL acl-0db7c7715aa3918aa has SSH port 22 open to the Internet.,**VPC network ACLs** are evaluated for inbound rules that permit `0.0.0.0/0` to access **SSH** on `TCP 22` at the subnet boundary.,"An ACL allowing Internet-wide SSH erodes **defense in depth**. Systems reachable on `TCP 22` face **brute-force**, credential stuffing, reconnaissance, and SSH exploit attempts.

Changes to routes or security groups can create direct exposure, enabling unauthorized access and **lateral movement**, undermining **confidentiality** and **integrity**.","Apply **least privilege** at the subnet layer:
- Do not allow `0.0.0.0/0` to `TCP 22`
- Restrict SSH to trusted sources, or avoid direct SSH via **Session Manager** or a bastion behind **VPN**

Pair tight **security groups** with periodic rule reviews and change control to maintain **defense in depth**.",Prowler v4,AWS,FND-0046,735291151388,2026-07-11,5.5,3,3,49.5,P2 - MEDIUM,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.77
ec2_networkacl_allow_ingress_tcp_port_3389,Network ACL does not allow ingress from the Internet to TCP port 3389 (RDP),medium,ec2,ap-south-1,acl-055a0136ea4bc4585,arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-055a0136ea4bc4585,Network ACL acl-055a0136ea4bc4585 has Microsoft RDP port 3389 open to the Internet.,"**VPC network ACLs** with inbound rules allowing **RDP** on `TCP 3389` from `0.0.0.0/0` are identified.

Assessment focuses on subnet-level ACL entries that permit this traffic.","Internet-exposed **RDP** enables **password spraying**, brute force, and exploitation of RDP flaws to gain remote control. Allowing it at the subnet layer weakens **defense in depth**-a misconfigured security group or route can expose instances-leading to data exfiltration, privilege escalation, and ransomware, impacting confidentiality and integrity.","Enforce **least privilege**: do not allow `TCP 3389` from `0.0.0.0/0` in network ACLs.

- Restrict RDP to specific admin IP ranges
- Prefer **bastion hosts** or **Session Manager** over direct RDP
- Use private subnets and layer controls for **defense in depth**",Prowler v4,AWS,FND-0047,735291151388,2026-07-11,5.5,3,3,49.5,P2 - MEDIUM,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.781
ec2_networkacl_allow_ingress_tcp_port_3389,Network ACL does not allow ingress from the Internet to TCP port 3389 (RDP),medium,ec2,ap-south-1,acl-0db7c7715aa3918aa,arn:aws:ec2:ap-south-1:735291151388:network-acl/acl-0db7c7715aa3918aa,Network ACL acl-0db7c7715aa3918aa has Microsoft RDP port 3389 open to the Internet.,"**VPC network ACLs** with inbound rules allowing **RDP** on `TCP 3389` from `0.0.0.0/0` are identified.

Assessment focuses on subnet-level ACL entries that permit this traffic.","Internet-exposed **RDP** enables **password spraying**, brute force, and exploitation of RDP flaws to gain remote control. Allowing it at the subnet layer weakens **defense in depth**-a misconfigured security group or route can expose instances-leading to data exfiltration, privilege escalation, and ransomware, impacting confidentiality and integrity.","Enforce **least privilege**: do not allow `TCP 3389` from `0.0.0.0/0` in network ACLs.

- Restrict RDP to specific admin IP ranges
- Prefer **bastion hosts** or **Session Manager** over direct RDP
- Use private subnets and layer controls for **defense in depth**",Prowler v4,AWS,FND-0048,735291151388,2026-07-11,5.5,3,3,49.5,P2 - MEDIUM,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.77
vpc_subnet_separate_private_public,VPC has both public and private subnets,medium,vpc,ap-south-1,vpc-056acc9b951114346,arn:aws:ec2:ap-south-1:735291151388:vpc/vpc-056acc9b951114346,VPC cloudguardian-vpc has only public subnets.,"**Amazon VPCs** are assessed for network segmentation: at least one **public subnet** (internet-routable) and one **private subnet** (non-internet-routable).

It flags VPCs with no subnets, only public subnets, or only private subnets.","Missing subnet separation erodes **segmentation**.
- Only public: workloads face Internet exposure, enabling scanning, brute force, and lateral movement, threatening **confidentiality** and **integrity**.
- Only private: no controlled egress can break patching and dependencies, impacting **availability**.
- No subnets: misconfiguration leaves services unreachable.","Segment each VPC: put internet-facing endpoints in **public subnets** and internal workloads in **private subnets**. Restrict ingress/egress with tight route tables, NACLs, and security groups, minimizing `0.0.0.0/0`. Apply **least privilege** and **defense in depth**. Provide controlled outbound for private subnets via managed egress and use hardened admin access patterns.",Prowler v4,AWS,FND-0122,735291151388,2026-07-11,5.5,3,3,49.5,P2 - MEDIUM,MEDIUM,MEDIUM,0.906,4.98,MEDIUM,0.884
iam_owner_role_at_rg_scope,Owner Role Assigned at Resource Group Scope,critical,iam,,ServicePrincipal:Owner,,scope=/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab,A principal has the Owner role at the resource group scope.,Owner allows full control including IAM changes — over-privileged for most identities.,"Replace with a scoped, least-privilege role (e.g. Contributor limited to needed resources).",Steampipe,Azure,FND-0306,Azure-Subscription,2026-07-04,9.5,1,5,47.5,P2 - MEDIUM,HIGH,HIGH,0.907,8.62,HIGH,0.922
